Text,Label
orang ini merasa mual setelah makan makanan berminyak di pesta ulang tahun,Medium
seorang pria merasa sedikit pegal di kaki setelah seharian berjalan tanpa istirahat,Medium
seorang wanita mengalami ruam kecil di tangan setelah menggunakan deterjen baru,Medium
orang ini merasa pusing setelah berdiri lama saat upacara,Medium
saya merasa sedikit tidak nyaman di leher setelah duduk sepanjang hari tanpa sandaran,Low
orang ini merasa matanya kering setelah membaca buku di tempat yang kurang pencahayaan,Low
seorang anak merasa tenggorokannya kering setelah bermain di taman yang berdebu,Low
orang ini merasa punggungnya sangat pegal dan kesulitan bergerak setelah mengangkat benda berat di rumah,High
seorang pria merasa kulitnya kering setelah berenang di kolam dengan air kaporit,Low
setelah mencoba makanan baru di restoran lokal orang ini merasa sangat mual dan hampir muntah,Low
seorang wanita merasa tenggorokannya kering setelah berbicara panjang di acara keluarga,Low
orang ini merasa pegal ringan di tangan setelah mengetik sepanjang malam untuk menyelesaikan tugas,Low
korban kecelakaan tabrakan di jalan tol mengalami patah tulang dan pendarahan hebat,High
seorang anak tenggelam di sungai saat bermain dan tidak memberikan respons saat diangkat,High
ada kebakaran di gedung perkantoran banyak karyawan terjebak di lantai atas,High
seorang pria ditemukan tidak bernapas setelah tersengat listrik di tempat kerja,High
ledakan di stasiun kereta menyebabkan banyak penumpang terluka parah akibat pecahan kaca,High
orang ini terjebak di dalam mobil yang tenggelam setelah kecelakaan di jembatan,High
korban longsor di pedesaan ditemukan dengan luka serius di kepala dan dada,High
ada kebakaran besar di kapal tanker awak kapal mengalami luka bakar serius,High
orang ini mengeluhkan sakit di lutut setelah bermain tenis tanpa pemanasan,Medium
seorang wanita merasa mual setelah mencoba makanan laut di restoran baru,Medium
orang ini terluka kecil di jari akibat terpeleset saat mencuci piring,Medium
seorang anak mengalami bengkak di pergelangan tangan setelah terjatuh dari sepeda,Medium
orang ini merasa sakit kepala intens setelah menghabiskan waktu di ruangan berac sepanjang hari,Medium
seorang pria mengalami nyeri ringan di bahu setelah mengangkat koper berat saat bepergian,Medium
orang ini merasa sangat pusing dan hampir jatuh setelah berdiri terlalu cepat seperti kepala berputar,High
seorang wanita merasa pegal ringan di kaki setelah berdiri sepanjang hari di toko,Medium
saya merasa sedikit tidak nyaman di punggung setelah duduk di sofa keras sepanjang malam,Low
orang ini merasa matanya kering setelah menonton televisi sepanjang hari,Low
seorang anak merasa tenggorokannya gatal setelah makan makanan pedas di rumah temannya,Low
orang ini merasa sedikit lelah setelah berjalan jauh di taman tanpa istirahat,Low
seorang pria merasa kulitnya sedikit gatal setelah bekerja di kebun sepanjang sore,Low
orang ini merasa sedikit mual setelah makan makanan manis dalam jumlah besar,Low
seorang wanita merasa tenggorokannya sedikit sakit setelah berbicara lama di telepon,Low
orang ini merasa pegal ringan di leher setelah tidur dalam posisi yang tidak biasa,Low
orang ini mengalami luka robek di tangan akibat pecahan kaca saat membersihkan jendela,Medium
seorang wanita merasa nyeri hebat di punggung setelah mengangkat benda berat tanpa bantuan,Medium
orang ini terluka akibat jatuh dari tangga dengan memar di punggung dan lengan,Medium
seorang anak mengalami luka gores yang dalam di lutut setelah terjatuh dari sepeda motor,Medium
orang ini mengalami cedera ringan di pergelangan tangan setelah terpeleset di kamar mandi,Medium
seorang pria mengalami rasa panas di kulit setelah terkena percikan minyak panas saat memasak,Medium
orang ini mengalami nyeri dada ringan setelah bermain olahraga intens tanpa istirahat,Medium
seorang wanita merasa sakit di perut bawah selama beberapa jam tanpa membaik,Medium
bapak saya tibatiba merasa pusing dan muntah wajahnya pucat tolong segera kirim ambulans,High
ada seseorang yang jatuh dari jembatan darahnya banyak sekali bisa kirim ambulans secepatnya,High
ibu saya sakit kepala sangat parah hampir tidak bisa membuka mata bisa tolong kirim ambulans,Medium
tadi ada yang jatuh dari tangga tangan kiri beliau patah dan ada perdarahan mohon segera kirim ambulans,High
seseorang tibatiba pingsan di pasar saya takut dia sudah tidak sadar lagi mohon kirim ambulans,High
saya terjatuh di kolam renang dan kaki saya terasa sakit sekali saya bisa bergerak tapi sangat kesakitan,Medium
anak saya baru saja mengalami kecelakaan saat bermain sepeda dia mengeluh sakit di bagian kepala dan leher,Medium
ibu saya demam tinggi dan menggigil mungkin hanya flu tapi bisa kirim ambulans untuk memeriksa,Low
saya merasa lemas sekali dan tidak bisa bernapas dengan normal saya butuh ambulans segera,High
ada orang terjatuh di jalan raya dia tidak sadar dan banyak berdarah tolong kirim ambulans dengan cepat,High
tadi saya jatuh dari sepeda dan tangan saya bengkak bisa tolong datang dan memeriksa,Low
saya merasa pusing dan perut saya mual bisa tolong kirim ambulans saya merasa ini bisa semakin buruk,Medium
pacar saya tibatiba jatuh dan pingsan tidak bisa diajak bicara tolong segera kirim ambulans,High
teman saya mengalami kecelakaan dan terjatuh dari motor dia masih sadar tapi tampaknya terluka parah,Medium
saya merasa sesak nafas dan dada saya terasa berat bisa tolong kirim ambulans,High
ada orang yang jatuh dan terbentur kepala dia tidak bisa bergerak mohon segera kirim ambulans,High
kaki saya terkilir dan sangat sakit tapi saya masih bisa bergerak sedikit apakah ambulans perlu datang,Low
seseorang tibatiba pingsan setelah mengeluh sesak napas tolong kirim ambulans cepat,High
saya terjatuh dan merasakan nyeri di perut saya apakah bisa kirim ambulans untuk pemeriksaan,Medium
suami saya mual dan pusing dia juga berkeringat dingin saya khawatir ini adalah gejala serangan jantung,High
teman saya jatuh dari pohon tangannya terkilir dan kepalanya terhantam bisa kirim ambulans,Medium
anak saya terluka di lutut dan dia menangis kesakitan bisa tolong kirim ambulans untuk memeriksa,Low
bapak saya tibatiba merasa pusing dan muntah wajahnya pucat tolong segera kirim ambulans,High
ada seseorang yang jatuh dari jembatan darahnya banyak sekali bisa kirim ambulans secepatnya,High
ibu saya sakit kepala sangat parah hampir tidak bisa membuka mata bisa tolong kirim ambulans,Medium
tadi ada yang jatuh dari tangga tangan kiri beliau patah dan ada perdarahan mohon segera kirim ambulans,High
seseorang tibatiba pingsan di pasar saya takut dia sudah tidak sadar lagi mohon kirim ambulans,High
saya terjatuh di kolam renang dan kaki saya terasa sakit sekali saya bisa bergerak tapi sangat kesakitan,Medium
anak saya baru saja mengalami kecelakaan saat bermain sepeda dia mengeluh sakit di bagian kepala dan leher,Medium
ibu saya demam tinggi dan menggigil mungkin hanya flu tapi bisa kirim ambulans untuk memeriksa,Low
saya merasa lemas sekali dan tidak bisa bernapas dengan normal saya butuh ambulans segera,High
ada orang terjatuh di jalan raya dia tidak sadar dan banyak berdarah tolong kirim ambulans dengan cepat,High
tadi saya jatuh dari sepeda dan tangan saya bengkak bisa tolong datang dan memeriksa,Low
saya merasa pusing dan perut saya mual bisa tolong kirim ambulans saya merasa ini bisa semakin buruk,Medium
pacar saya tibatiba jatuh dan pingsan tidak bisa diajak bicara tolong segera kirim ambulans,High
teman saya mengalami kecelakaan dan terjatuh dari motor dia masih sadar tapi tampaknya terluka parah,Medium
saya merasa sesak nafas dan dada saya terasa berat bisa tolong kirim ambulans,High
ada orang yang jatuh dan terbentur kepala dia tidak bisa bergerak mohon segera kirim ambulans,High
kaki saya terkilir dan sangat sakit tapi saya masih bisa bergerak sedikit apakah ambulans perlu datang,Low
seseorang tibatiba pingsan setelah mengeluh sesak napas tolong kirim ambulans cepat,High
saya terjatuh dan merasakan nyeri di perut saya apakah bisa kirim ambulans untuk pemeriksaan,Medium
suami saya mual dan pusing dia juga berkeringat dingin saya khawatir ini adalah gejala serangan jantung,High
teman saya jatuh dari pohon tangannya terkilir dan kepalanya terhantam bisa kirim ambulans,Medium
anak saya terluka di lutut dan dia menangis kesakitan bisa tolong kirim ambulans untuk memeriksa,Low
saya merasa sangat mual dan hampir pingsan setelah makan bisa kirim ambulans untuk memeriksa,Medium
suami saya mulai merasa sangat pusing dan sesak napas bisa tolong kirim ambulans,High
anak saya terjatuh dari tempat tidur dia menangis dan memegang tangan bisa kirim ambulans,Low
saya tibatiba merasa pusing dada berdebar kencang dan agak kesulitan bernapas bisa kirim ambulans,High
seorang wanita pingsan di rumah saya napasnya terputusputus bisa kirim ambulans,High
tadi saya jatuh dari sepeda lutut saya bengkak tapi saya masih bisa berjalan meskipun agak kesakitan,Medium
anak saya mengalami kejangkejang saya panik tolong kirim ambulans sekarang,High
kakek saya jatuh dari kursi roda dia mengeluh sakit di punggung dan kesulitan bernapas bisa kirim ambulans,High
suami saya merasa pusing dan lemas dia bilang bisa merasa sakit di dada bisa kirim ambulans,High
saya terjatuh dari tangga dan pergelangan kaki saya terkilir sangat sakit bisa kirim ambulans,Medium
saya merasa nyeri di bagian perut mual dan pusing mungkin keracunan makanan bisa kirim ambulans,Medium
seorang anak terjatuh di taman dia menangis dan lututnya terluka bisa kirim ambulans,Low
bapak saya pingsan setelah mengeluh pusing bisa kirim ambulans sekarang,High
saya merasa sangat lemas mual dan pusing setelah berolahraga bisa kirim ambulans,Low
saya terjatuh di kamar mandi dan punggung saya terasa sangat sakit tapi saya masih bisa bergerak sedikit,Medium
anak saya jatuh dari sepeda tangannya terkilir bisa kirim ambulans,Low
ada orang di dekat saya yang terjatuh dan tidak bisa bangun ada banyak darah di sekitar tubuhnya,High
saya merasa sangat lemah pusing dan sepertinya darah saya menurun tolong kirim ambulans,Medium
kaki saya terkilir setelah melangkah di lantai yang licin saya bisa berjalan pelan bisa kirim ambulans,Low
saya merasa sesak napas dan dada terasa sangat berat bisa kirim ambulans sekarang,High
ada seorang wanita pingsan di kantor napasnya sangat pelan tolong segera kirim ambulans,High
ada orang kesurupan dan kejangkejang di pasar bisa kirim ambulans untuk menolong,Medium
seorang wanita jatuh di pasar dan dia tidak bisa berdiri bisa kirim ambulans,Medium
kaki saya sangat sakit setelah terkilir tapi saya masih bisa bergerak meskipun dengan kesulitan,Low
ibu saya merasa sangat lemah dan sesak napas dia sulit untuk berbicara bisa kirim ambulans,High
saya merasa sangat mual dan pusing takut ini keracunan makanan bisa kirim ambulans,Medium
saya merasa sakit perut yang sangat hebat dan mual ini sudah berlangsung beberapa jam bisa kirim ambulans,Medium
ada seorang pria di jalan yang pingsan napasnya terhenti beberapa detik tolong kirim ambulans secepatnya,High
anak saya terjatuh dari tangga dan tangannya bengkak bisa kirim ambulans,Low
saya terjatuh dari kursi dan punggung saya sakit sekali bisa kirim ambulans untuk periksa,Medium
ibu saya tibatiba pingsan dan napasnya terhenti tolong kirim ambulans dengan cepat,High
saya merasa mual pusing dan dada saya terasa sesak bisa kirim ambulans untuk pemeriksaan,Medium
kakek saya mengalami pendarahan di kepala setelah jatuh bisa kirim ambulans,High
saya kesulitan bernapas setelah makan sesuatu yang pedas bisa kirim ambulans,Medium
ada seorang anak terjatuh di taman tangannya terluka cukup parah bisa kirim ambulans,Low
saya merasa sangat pusing dan lemas tolong kirim ambulans untuk cek kondisi saya,Medium
kecelakaan mobil di jalan raya beberapa orang terlibat dan tidak bisa bergerak tolong kirim ambulans,High
bapak saya terjatuh dan mengeluh sakit di bagian dada bisa kirim ambulans untuk pemeriksaan,High
saya mendengar suara keras di luar seseorang pingsan dan tidak bisa bangun tolong kirim ambulans,High
ada orang yang mengalami kejangkejang di pasar tubuhnya kaku dan tidak bergerak bisa kirim ambulans,High
suami saya tibatiba pingsan dan napasnya terhenti tolong kirim ambulans secepatnya,High
ibu saya merasa sangat lemah dan pusing setelah beberapa jam tidur bisa kirim ambulans untuk memeriksa,Medium
ada kecelakaan besar di dekat rumah saya banyak orang terluka dan tidak sadar mohon kirim ambulans segera,High
saya merasa sangat cemas dada saya berdebardebar dan terasa sesak bisa kirim ambulans,Medium
ada seorang pria terjatuh dan tidak bisa bangun setelah mengalami kecelakaan mobil bisa kirim ambulans,High
saya terjatuh dan punggung saya terasa sangat sakit saya bisa berdiri tapi kesulitan bisa kirim ambulans,Medium
anak saya pingsan setelah kelelahan bermain tolong kirim ambulans untuk memeriksa kondisi,Medium
saya merasa sangat sesak napas dan nyeri dada bisa kirim ambulans sekarang,High
seorang wanita hamil jatuh dan mengeluh sakit di perutnya tolong kirim ambulans secepatnya,High
saya merasa pusing dan nyeri di bagian leher setelah bekerja terlalu lama bisa kirim ambulans,Low
saya melihat seseorang pingsan di jalan tidak bisa bergerak sama sekali tolong kirim ambulans segera,High
ada orang yang terkena serangan jantung di rumah sakit tolong kirim ambulans dengan cepat,High
saya mengalami pendarahan ringan setelah terjatuh tapi saya masih bisa berjalan bisa kirim ambulans,Low
seorang pria terjatuh dari tangga dan kepalanya terbentur tidak bisa bergerak tolong kirim ambulans cepat,High
anak saya pingsan setelah demam tinggi napasnya agak berat bisa kirim ambulans,High
saya merasa pusing dan penglihatan saya kabur sudah beberapa jam seperti ini bisa kirim ambulans,Medium
ada kecelakaan mobil di depan rumah saya dua orang terjebak di dalam mobil tolong kirim ambulans sekarang,High
ibu saya jatuh dari kursi dan tidak bisa bangun ada luka di kaki bisa kirim ambulans,Medium
saya tibatiba merasa sakit di dada dan napas saya terhenti sejenak mohon kirim ambulans cepat,High
seorang pria sedang kejangkejang di taman tubuhnya sangat kaku bisa kirim ambulans,High
saya terpeleset dan jatuh di kamar mandi tulang belakang saya terasa sakit bisa kirim ambulans,Medium
bapak saya tibatiba pingsan dan tidak bisa di bangunkan napasnya sangat lemah tolong segera kirim ambulans,High
anak saya terjatuh dari sepeda dan tangannya terluka parah bisa kirim ambulans,Low
saya mengalami sesak napas yang sangat parah setelah berlari bisa kirim ambulans,Medium
ada seorang wanita di pasar yang tibatiba terjatuh napasnya sangat pendek mohon kirim ambulans segera,High
tangan saya terasa sangat sakit setelah kecelakaan saya masih bisa bergerak bisa kirim ambulans,Low
suami saya merasa sangat lemas dan mual setelah makan napasnya menjadi cepat bisa kirim ambulans,Medium
ada kecelakaan sepeda motor di jalan dekat rumah pengendara tidak bergerak mohon kirim ambulans,High
kakek saya mengalami pendarahan di kepala setelah jatuh bisa kirim ambulans,High
seorang wanita mengalami kejangkejang di jalan tubuhnya menggigil bisa kirim ambulans,High
saya merasa sangat mual dan pusing napas saya terengahengah bisa kirim ambulans,Medium
anak saya terjatuh dari pohon dia menangis dan memegang tangannya yang terluka bisa kirim ambulans,Low
saya merasa sakit yang sangat tajam di dada saya khawatir ini serangan jantung tolong kirim ambulans,High
ada orang terjatuh di jalan setelah kecelakaan mereka tidak bisa bergerak tolong kirim ambulans segera,High
saya merasa sangat kelelahan dan pusing bisa kirim ambulans untuk cek kondisi saya,Medium
ibu saya tibatiba tidak bisa bicara dan kesulitan bergerak mohon segera kirim ambulans,High
ada seorang anak yang pingsan setelah bermain terlalu lama tolong kirim ambulans untuk cek kondisi,Medium
suami saya tibatiba tidak bisa bergerak dan pingsan bisa kirim ambulans segera,High
saya terjatuh dari kursi kepala saya terasa sangat pusing dan tubuh saya terasa berat bisa kirim ambulans,Medium
seorang pria sedang kesulitan bernapas setelah terkena alergi makanan bisa kirim ambulans,High
saya merasa sakit di perut bagian bawah dan ada pendarahan bisa kirim ambulans,Medium
ada seorang pria terjatuh di halaman dan tidak bisa bergerak bisa kirim ambulans,Low
anak saya tibatiba demam tinggi dan tidak sadar tolong segera kirim ambulans,High
saya merasa sesak napas dada terasa berat dan saya keringatan bisa kirim ambulans,High
ada kecelakaan di depan rumah seorang wanita terluka parah di kepala tolong kirim ambulans segera,High
saya mengalami kejangkejang dan tidak bisa mengontrol tubuh saya tolong kirim ambulans,High
saya merasa sedikit pusing dan mual tapi tidak terlalu parah bisa kirim ambulans,Low
ada kecelakaan motor di dekat rumah saya korban tidak bergerak tolong segera kirim ambulans,High
tolong ibu saya tibatiba terjatuh dari kursi dan sekarang dia nggak bisa bangun kepalanya berdarah,High
anak saya nggak sadar setelah jatuh dari tangga dia nggak bisa bergerak tolong segera kirim ambulans,High
saya tibatiba merasa sesak napas jantung saya berdebar sangat cepat saya nggak bisa bernapas dengan baik,High
ada kecelakaan mobil di depan rumah saya seseorang terjebak di dalam mobil dan nggak bisa keluar,High
kakek saya pingsan tibatiba dan sekarang mulutnya berbusa saya nggak tahu apa yang terjadi,High
saya merasa sangat pusing dan pandangan saya kabur banget saya takut kalau ini stroke tolong cepat datang,High
tolong ada orang terjatuh di jalan dia nggak bisa bergerak dan mukanya sangat pucat kirim ambulans,High
ibu saya terjatuh dari tempat tidur dan sekarang dia nggak bisa bangun dia kesulitan bernapas,Medium
tangan saya terpotong sangat dalam setelah pisau terjatuh darahnya nggak berhenti keluar tolong cepat,High
saya merasa sangat sesak napas dan jantung saya kayak mau copot tolong saya butuh ambulans sekarang juga,High
ada seorang wanita di taman yang tibatiba kejangkejang tubuhnya kaku banget tolong kirim ambulans cepat,High
suami saya tibatiba nggak bisa ngomong dan tubuhnya kaku saya nggak tahu apa yang terjadi,High
anak saya kejangkejang tubuhnya menggigil gimana ini tolong segera kirim ambulans,High
saya pingsan selama beberapa detik dan sekarang tubuh saya terasa lemas banget saya nggak bisa bergerak,Medium
ada orang tergeletak di jalan dan nggak ada yang bisa diajak bicara mereka nggak bisa gerak,High
saya merasa pusing banget dada saya sesak dan napas saya nggak teratur tolong segera datang,High
ibu saya pingsan setelah makan dan sekarang nggak bisa bangun napasnya lemah banget,Medium
suami saya jatuh dari sepeda motor kepalanya berdarah parah tolong kirim ambulans sekarang,High
saya baru saja jatuh dari tangga dan sekarang saya nggak bisa gerak kepala saya terasa pusing banget,Medium
saya merasa sangat mual dan pusing banget perut saya rasanya mau meledak tolong kirim ambulans,Medium
bapak saya tibatiba pingsan darahnya keluar dari mulutnya saya takut banget bisa kirim ambulans,High
saya tibatiba kesulitan bernapas dada saya terasa sangat berat dan saya nggak bisa ambil napas panjang,High
suami saya terjatuh dari tempat tidur dan sekarang tubuhnya kaku nggak bisa bergerak sama sekali,Medium
anak saya pingsan setelah demam tinggi tubuhnya sangat lemah dan dia nggak bisa bergerak,High
kakek saya nggak bisa bernapas tubuhnya kaku dan matanya melotot tolong segera kirim ambulans,High
saya pingsan di jalan dan nggak bisa gerak tubuh saya terasa sangat berat tolong bantu saya,Medium
tolong kirim ambulans ada yang jatuh di taman dan nggak sadar saya takut dia nggak bisa bangun,High
saya merasa sangat pusing dada saya terasa sesak jantung saya berdebar sangat cepat tolong cepat datang,High
ada pria tergeletak di jalan dan nggak bisa bangun mukanya sangat pucat kirim ambulans,Medium
tolong istri saya tibatiba pingsan dan nggak bisa bernapas mukanya sudah mulai kebirubiruan,High
ada kecelakaan besar seseorang terhimpit mobil saya nggak bisa bergerak tolong segera kirim ambulans,High
saya merasa pusing dan jantung saya sangat cepat rasanya seperti mau pingsan tolong cepat datang,High
anak saya kejangkejang tubuhnya menggigil dan dia nggak sadar tolong kirim ambulans sekarang,High
suami saya jatuh dari motor kepalanya berdarah parah dia nggak bisa ngomong dan nggak sadar,High
ibu saya terjatuh di kamar mandi kepalanya terbentur dan dia nggak bisa bangun napasnya lemah banget,High
tolong cepat kakek saya pingsan darahnya keluar dari mulutnya matanya melotot dan nggak bergerak,High
tolong ada pria tergeletak di jalan mukanya sangat pucat nggak ada napas sama sekali,High
saya kesulitan bernapas dada saya terasa sangat berat dan saya mulai merasa pusing,High
ada orang pingsan di parkiran kami nggak bisa bangunkan dia tolong segera kirim ambulans,High
suami saya tibatiba jatuh dan nggak bisa bangun kakinya terlihat patah dan darahnya keluar banyak,High
anak saya tibatiba terjatuh dan nggak bisa bangun dia nggak bergerak tubuhnya kaku banget,High
tolong ada yang terluka parah di kecelakaan motor darahnya keluar banyak dan dia nggak sadar,High
saya pingsan sebentar dan sekarang rasanya tubuh saya sangat lemas saya nggak bisa bergerak sama sekali,Medium
ibu saya kesulitan bernapas mukanya mulai membiru dan tubuhnya terasa sangat dingin,High
tolong ada yang terjatuh dari pohon mereka nggak bisa bergerak dan kepalanya berdarah,High
tangan saya terpotong sangat dalam darahnya nggak berhenti keluar tolong cepat datang,High
ada kecelakaan di depan rumah saya seseorang terjebak di dalam mobil dan nggak bisa keluar,High
suami saya nggak sadar setelah makan napasnya nggak teratur dan tubuhnya mulai dingin,High
ada seorang wanita di jalan yang terjatuh mereka nggak sadar mukanya sangat pucat dan tubuhnya kaku,High
anak saya terjatuh dari tangga dan sekarang dia nggak bisa bergerak saya takut dia cedera parah,Medium
tolong ada orang terjatuh dari jembatan kami nggak bisa menolongnya karena terhalang banyak kendaraan,High
ada yang kejangkejang di depan rumah dia nggak sadar tubuhnya kaku banget tolong kirim ambulans,High
ibu saya tibatiba terjatuh kepalanya terbentur dan dia nggak bisa bangun mukanya sudah mulai membiru,High
ada orang terperosok ke dalam sungai mereka nggak bisa berenang tolong kirim ambulans cepat,High
saya pingsan di rumah dan sekarang saya nggak bisa bangun tubuh saya terasa sangat lemas,Medium
suami saya kejangkejang tubuhnya menggigil dan nggak sadar saya nggak tahu apa yang terjadi,High
kakek saya jatuh dari tempat tidur dan sekarang nggak bisa bergerak mukanya mulai pucat dan napasnya lemah,Medium
tolong kirim ambulans ada kecelakaan di depan seseorang terjebak di mobil dan nggak bisa bergerak,High
ada pria terjatuh dari motor tubuhnya penuh darah dan dia nggak sadar sama sekali,High
ibu saya tibatiba pingsan dia nggak bergerak dan mulutnya mulai berbusa tolong cepat datang,High
tolong istri saya tibatiba pingsan dan nggak bisa bernapas mukanya sudah mulai kebirubiruan,High
ada kecelakaan besar seseorang terhimpit mobil saya nggak bisa bergerak tolong segera kirim ambulans,High
saya merasa pusing dan jantung saya sangat cepat rasanya seperti mau pingsan tolong cepat datang,High
anak saya kejangkejang tubuhnya menggigil dan dia nggak sadar tolong kirim ambulans sekarang,High
suami saya jatuh dari motor kepalanya berdarah parah dia nggak bisa ngomong dan nggak sadar,High
ibu saya terjatuh di kamar mandi kepalanya terbentur dan dia nggak bisa bangun napasnya lemah banget,High
tolong cepat kakek saya pingsan darahnya keluar dari mulutnya matanya melotot dan nggak bergerak,High
tolong ada pria tergeletak di jalan mukanya sangat pucat nggak ada napas sama sekali,High
saya kesulitan bernapas dada saya terasa sangat berat dan saya mulai merasa pusing,High
ada orang pingsan di parkiran kami nggak bisa bangunkan dia tolong segera kirim ambulans,High
saya pingsan sebentar dan sekarang rasanya tubuh saya sangat lemas saya nggak bisa bergerak sama sekali,Medium
tolong ada pria yang terjatuh dari tangga dia nggak sadar dan nggak bisa bergerak,Medium
ibu saya kesulitan bernapas mukanya mulai membiru dan tubuhnya terasa sangat dingin,Medium
suami saya nggak sadar setelah makan napasnya nggak teratur dan tubuhnya mulai dingin,Medium
saya pingsan di rumah dan sekarang saya nggak bisa bangun tubuh saya terasa sangat lemas,Medium
kakek saya jatuh dari tempat tidur dan sekarang nggak bisa bergerak mukanya mulai pucat dan napasnya lemah,Medium
ada anak yang terluka cukup parah dia kesakitan tapi masih bisa bicara tolong segera datang,Medium
ibu saya tibatiba pingsan dia nggak bergerak dan mulutnya mulai berbusa tolong cepat datang,Medium
suami saya kejangkejang tubuhnya menggigil dan nggak sadar saya nggak tahu apa yang terjadi,Medium
tolong anak saya mengalami pusing ringan setelah terlalu lama bermain di luar tapi dia masih bisa berjalan,Low
saya terjatuh sedikit dan pergelangan tangan saya sakit tidak ada darah tapi sakit sekali,Low
ada sedikit kecelakaan motor tidak ada yang terluka parah tapi kendaraan rusak dan perlu bantuan,Low
ibu saya sedikit pusing setelah berdiri lama dia duduk sekarang dan sudah agak mendingan,Low
anak saya sedikit demam tapi masih bisa makan dan bermain tidak terlalu panas,Low
saya terserang flu tubuh saya agak sakit dan tenggorokan saya gatal tapi tidak ada gejala berat,Low
ada sedikit goresan di kaki saya setelah terjatuh tidak serius tapi cukup mengganggu,Low
suami saya sedikit sesak napas tapi sudah lebih baik setelah duduk dan tenang,Low
saya hanya sedikit pusing setelah duduk lama sekarang sudah mulai hilang,Low
saya baru saja kelelahan pusing sedikit tapi sekarang saya sudah duduk dan merasa lebih baik,Low
tolong saya merasa sedikit mual dan pusing setelah makan tapi tidak ada gejala berat lainnya,Low
saya baru saja terjatuh di taman hanya lecet kecil di lutut tidak ada yang serius,Low
anak saya mengalami alergi ringan setelah makan kacang dia hanya batuk sedikit,Low
saya merasa sedikit sakit kepala dan leher saya kaku tapi masih bisa bergerak dengan normal,Low
ada luka kecil di tangan saya akibat terjatuh tidak ada darah dan saya bisa bergerak normal,Low
ibu saya hanya merasa sedikit pusing setelah lama berdiri dia sudah duduk dan merasa lebih baik,Low
suami saya hanya merasa sedikit mual setelah berolahraga sekarang dia sudah duduk dan merasa lebih baik,Low
saya mengalami sedikit nyeri punggung setelah mengangkat barang berat tapi masih bisa bergerak normal,Low
anak saya mengalami sedikit sesak napas tapi sudah minum obat dan mulai merasa lebih baik,Low
ada kecelakaan besar seseorang tertabrak mobil dan sepertinya tidak sadar tolong cepat,High
saya kesulitan bernapas dada saya terasa sangat berat tolong segera datang saya merasa seperti mau pingsan,High
anak saya tibatiba kejangkejang dan tidak sadar dia menggigil tolong tolong datang cepat,High
suami saya jatuh dari motor kepalanya berdarah dan dia nggak bisa bangun cepat saya takut,High
ibu saya pingsan di kamar mandi dan kepalanya terbentur keras napasnya lemah banget,High
tolong kakek saya pingsan matanya melotot mulutnya berbusa dan napasnya hilanghilang,High
tolong ada orang pingsan di jalan tidak ada detak jantungnya harus segera dikirim ambulans,High
saya sesak napas dan tubuh saya lemas saya nggak bisa bergerak dengan baik tolong segera datang,High
ada seorang wanita pingsan di depan rumah tidak ada yang bisa diajak bicara napasnya sangat lemah,High
suami saya pingsan sebentar tapi sekarang sudah mulai sadar tapi dia masih lemas banget tolong datang,Medium
ibu saya kesulitan bernapas tubuhnya terasa dingin tapi dia masih bisa bicara pelan tolong segera datang,Medium
saya tibatiba merasa pusing banget saya gak bisa berdiri dengan stabil tapi masih bisa bicara,Medium
kakek saya jatuh dari kursi dia pusing dan agak bingung tolong datang cek keadaan,Medium
suami saya sedikit kejangkejang tapi dia bisa ngomong dan masih bisa bergerak mungkin butuh perhatian,Medium
tolong anak saya tersedak makanan sekarang dia batuk dan bisa bernapas lagi tapi dia terlihat sangat lemas,Medium
saya pusing banget dan leher saya kaku rasanya mau pingsan tapi masih bisa berbicara,Medium
ibu saya tibatiba pingsan sekarang dia bisa bicara sedikit tapi tidak bisa bergerak dengan baik,Medium
saya merasa sedikit nyeri dada dan napas saya sesak tapi saya masih bisa bicara dan tidak pingsan,Medium
tolong saya merasa sedikit pusing setelah berjalan terlalu lama sekarang sudah mulai hilang,Low
anak saya sedikit demam tapi dia masih bisa bermain dan makan tidak ada gejala lain,Low
saya hanya merasa sedikit mual setelah makan tapi saya masih bisa bergerak normal,Low
ada sedikit luka lecet di kaki saya setelah jatuh tidak ada darah hanya sedikit sakit,Low
ibu saya sedikit pusing tapi sudah duduk dan minum air sekarang sudah mulai merasa lebih baik,Low
tolong saya kesulitan tidur karena nyeri punggung tapi masih bisa berjalan dan bekerja,Low
anak saya sedikit alergi setelah makan kacang cuma batuk ringan dan gatalgatal di kulitnya,Low
saya merasa sedikit lelah dan pusing setelah berolahraga tapi sudah minum air dan mulai merasa lebih baik,Low
tolong saya hanya merasa sedikit sesak napas tapi saya sudah duduk dan agak mendingan,Low
saya baru saja terjatuh sedikit hanya lecet di tangan tidak ada darah masih bisa bergerak normal,Low
suami saya cuma merasa mual sedikit setelah makan berat tapi sudah duduk dan minum air sekarang lebih baik,Low
anak saya hanya kelelahan setelah bermain seharian dia sedikit pusing tapi sudah duduk dan minum air,Low
tolong saya hanya sedikit pusing setelah duduk terlalu lama sekarang sudah mulai hilang,Low
anak saya sedikit tersengat lebah tidak ada bengkak besar dan dia masih bisa bermain dengan normal,Low
saya merasa sedikit nyeri perut setelah makan tapi tidak ada gejala berat lainnya,Low
tolong saya rasa suami saya pingsan dia jatuh dan nggak bisa gerak napasnya susah banget,High
ada kecelakaan mobilnya nabrak sepeda motor dua orang tergeletak cepat datang ya,High
